billing_period_start,billing_period_end,line_item_usage_start_date,line_item_usage_end_date,line_item_product_code,line_item_usage_type,line_item_operation,line_item_usage_amount,line_item_unblended_cost,pricing_unit,product_region,resource_id,usage_account_id,payer_account_id,service,region,usage_hours,cost,data_source,scenario,technical_debt_event,anomaly_score,waste_driver,recommended_action,pmo_summary_line
2026-03-01,2026-03-31,2026-03-17T21:00:00+00:00,2026-03-17T22:00:00+00:00,AmazonEMR,EMR-InstanceUsage,RunJobFlow,67.23,1303.72,Hrs,us-gov-east-1,emr-00135,0000000005,synthetic-payer,AmazonEMR,us-gov-west-1,67.23,1303.72,synthetic,cluster_left_running,missed_shutdown_hook,high,missed shutdown automation,Bedrock flow scheduled cluster teardown check,EMR waste due to automation gap caused 67 excess compute hours
2026-03-01,2026-03-31,2026-03-18T00:00:00+00:00,2026-03-18T01:00:00+00:00,AWSLambda,Lambda-GB-Second,Invoke,49.74,0.0,GB-Second,us-gov-east-1,lambda-00136,0000000006,synthetic-payer,AWSLambda,us-gov-west-1,49.74,0.0,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-18T03:00:00+00:00,2026-03-18T04:00:00+00:00,AmazonS3,TimedStorage-ByteHrs,StandardStorage,9.41,0.4,GB-Mo,us-gov-west-1,s3-00137,0000000007,synthetic-payer,AmazonS3,us-gov-east-1,9.41,0.4,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-18T06:00:00+00:00,2026-03-18T07:00:00+00:00,AmazonRedshift,NodeUsage:ra3.xlplus,CreateCluster,65.5,144.11,Hrs,us-gov-east-1,redshift-00138,0000000008,synthetic-payer,AmazonRedshift,us-gov-east-1,65.5,144.11,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-18T09:00:00+00:00,2026-03-18T10:00:00+00:00,AWSGlue,Glue-ETL-DPU-Hour,StartJobRun,45.09,32.27,DPU-Hr,us-gov-west-1,glue-00139,0000000009,synthetic-payer,AWSGlue,us-gov-west-1,45.09,32.27,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-18T12:00:00+00:00,2026-03-18T13:00:00+00:00,AWSLambda,Lambda-GB-Second,Invoke,15.98,0.0,GB-Second,us-gov-west-1,lambda-00140,0000000000,synthetic-payer,AWSLambda,us-gov-west-1,15.98,0.0,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-18T15:00:00+00:00,2026-03-18T16:00:00+00:00,AmazonS3,TimedStorage-ByteHrs,StandardStorage,40.19,0.99,GB-Mo,us-gov-east-1,s3-00141,0000000001,synthetic-payer,AmazonS3,us-gov-east-1,40.19,0.99,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-18T18:00:00+00:00,2026-03-18T19:00:00+00:00,AWSLambda,Lambda-GB-Second,Invoke,43.16,0.0,GB-Second,us-gov-west-1,lambda-00142,0000000002,synthetic-payer,AWSLambda,us-gov-east-1,43.16,0.0,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-18T21:00:00+00:00,2026-03-18T22:00:00+00:00,AWSLambda,Lambda-GB-Second,Invoke,21.07,0.0,GB-Second,us-gov-west-1,lambda-00143,0000000003,synthetic-payer,AWSLambda,us-gov-west-1,21.07,0.0,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-19T00:00:00+00:00,2026-03-19T01:00:00+00:00,AmazonEMR,EMR-InstanceUsage,RunJobFlow,74.14,2106.69,Hrs,us-gov-west-1,emr-00144,0000000004,synthetic-payer,AmazonEMR,us-gov-east-1,74.14,2106.69,synthetic,cluster_left_running,missed_shutdown_hook,high,missed shutdown automation,Bedrock flow scheduled cluster teardown check,EMR waste due to automation gap caused 74 excess compute hours
2026-03-01,2026-03-31,2026-03-19T03:00:00+00:00,2026-03-19T04:00:00+00:00,AmazonEMR,EMR-InstanceUsage,RunJobFlow,59.69,895.33,Hrs,us-gov-west-1,emr-00145,0000000005,synthetic-payer,AmazonEMR,us-gov-east-1,59.69,895.33,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-19T06:00:00+00:00,2026-03-19T07:00:00+00:00,AWSGlue,Glue-ETL-DPU-Hour,StartJobRun,54.18,37.47,DPU-Hr,us-gov-east-1,glue-00146,0000000006,synthetic-payer,AWSGlue,us-gov-east-1,54.18,37.47,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-19T09:00:00+00:00,2026-03-19T10:00:00+00:00,AmazonEC2,BoxUsage:m6i.2xlarge,RunInstances,34.28,11.61,Hrs,us-gov-east-1,ec2-00147,0000000007,synthetic-payer,AmazonEC2,us-gov-east-1,34.28,11.61,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-19T12:00:00+00:00,2026-03-19T13:00:00+00:00,AWSGlue,Glue-ETL-DPU-Hour,StartJobRun,39.34,24.1,DPU-Hr,us-gov-west-1,glue-00148,0000000008,synthetic-payer,AWSGlue,us-gov-east-1,39.34,24.1,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-19T15:00:00+00:00,2026-03-19T16:00:00+00:00,AWSLambda,Lambda-GB-Second,Invoke,23.88,0.0,GB-Second,us-gov-west-1,lambda-00149,0000000009,synthetic-payer,AWSLambda,us-gov-west-1,23.88,0.0,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-19T18:00:00+00:00,2026-03-19T19:00:00+00:00,AWSLambda,Lambda-GB-Second,Invoke,60.35,0.0,GB-Second,us-gov-west-1,lambda-00150,0000000000,synthetic-payer,AWSLambda,us-gov-east-1,60.35,0.0,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-19T21:00:00+00:00,2026-03-19T22:00:00+00:00,AWSGlue,Glue-ETL-DPU-Hour,StartJobRun,3.86,3.1,DPU-Hr,us-gov-east-1,glue-00151,0000000001,synthetic-payer,AWSGlue,us-gov-east-1,3.86,3.1,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-20T00:00:00+00:00,2026-03-20T01:00:00+00:00,AmazonEMR,EMR-InstanceUsage,RunJobFlow,13.89,308.28,Hrs,us-gov-east-1,emr-00152,0000000002,synthetic-payer,AmazonEMR,us-gov-west-1,13.89,308.28,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-20T03:00:00+00:00,2026-03-20T04:00:00+00:00,AmazonRedshift,NodeUsage:ra3.xlplus,CreateCluster,32.82,1294.56,Hrs,us-gov-west-1,redshift-00153,0000000003,synthetic-payer,AmazonRedshift,us-gov-west-1,32.82,1294.56,synthetic,redshift_scan_spike,inefficient_scan_pattern,high,unbounded analytical scan pattern,Bedrock flow query guardrail review,Redshift scan surge increased warehouse cost through repeated full-table access
2026-03-01,2026-03-31,2026-03-20T06:00:00+00:00,2026-03-20T07:00:00+00:00,AWSLambda,Lambda-GB-Second,Invoke,68.11,0.01,GB-Second,us-gov-west-1,lambda-00154,0000000004,synthetic-payer,AWSLambda,us-gov-east-1,68.11,0.01,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-20T09:00:00+00:00,2026-03-20T10:00:00+00:00,AmazonEC2,BoxUsage:m6i.2xlarge,RunInstances,23.33,8.07,Hrs,us-gov-east-1,ec2-00155,0000000005,synthetic-payer,AmazonEC2,us-gov-west-1,23.33,8.07,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-20T12:00:00+00:00,2026-03-20T13:00:00+00:00,AWSLambda,Lambda-GB-Second,Invoke,62.73,0.0,GB-Second,us-gov-west-1,lambda-00156,0000000006,synthetic-payer,AWSLambda,us-gov-west-1,62.73,0.0,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-20T15:00:00+00:00,2026-03-20T16:00:00+00:00,AWSGlue,Glue-ETL-DPU-Hour,StartJobRun,26.69,21.46,DPU-Hr,us-gov-east-1,glue-00157,0000000007,synthetic-payer,AWSGlue,us-gov-west-1,26.69,21.46,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-20T18:00:00+00:00,2026-03-20T19:00:00+00:00,AmazonS3,TimedStorage-ByteHrs,StandardStorage,19.96,0.48,GB-Mo,us-gov-east-1,s3-00158,0000000008,synthetic-payer,AmazonS3,us-gov-east-1,19.96,0.48,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-20T21:00:00+00:00,2026-03-20T22:00:00+00:00,AWSLambda,Lambda-GB-Second,Invoke,35.41,0.0,GB-Second,us-gov-west-1,lambda-00159,0000000009,synthetic-payer,AWSLambda,us-gov-west-1,35.41,0.0,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-21T00:00:00+00:00,2026-03-21T01:00:00+00:00,AmazonEMR,EMR-InstanceUsage,RunJobFlow,40.11,871.65,Hrs,us-gov-west-1,emr-00160,0000000000,synthetic-payer,AmazonEMR,us-gov-west-1,40.11,871.65,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-21T03:00:00+00:00,2026-03-21T04:00:00+00:00,AmazonBedrock,InputTokens,InvokeModel,65.82,0.65,1K-Tokens,us-gov-west-1,bedrock-00161,0000000001,synthetic-payer,AmazonBedrock,us-gov-west-1,65.82,0.65,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-21T06:00:00+00:00,2026-03-21T07:00:00+00:00,AmazonRedshift,NodeUsage:ra3.xlplus,CreateCluster,53.29,992.48,Hrs,us-gov-east-1,redshift-00162,0000000002,synthetic-payer,AmazonRedshift,us-gov-east-1,53.29,992.48,synthetic,redshift_scan_spike,inefficient_scan_pattern,high,unbounded analytical scan pattern,Bedrock flow query guardrail review,Redshift scan surge increased warehouse cost through repeated full-table access
2026-03-01,2026-03-31,2026-03-21T09:00:00+00:00,2026-03-21T10:00:00+00:00,AWSGlue,Glue-ETL-DPU-Hour,StartJobRun,11.27,5.23,DPU-Hr,us-gov-west-1,glue-00163,0000000003,synthetic-payer,AWSGlue,us-gov-west-1,11.27,5.23,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-21T12:00:00+00:00,2026-03-21T13:00:00+00:00,AmazonEMR,EMR-InstanceUsage,RunJobFlow,55.86,1450.22,Hrs,us-gov-east-1,emr-00164,0000000004,synthetic-payer,AmazonEMR,us-gov-east-1,55.86,1450.22,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-21T15:00:00+00:00,2026-03-21T16:00:00+00:00,AmazonBedrock,InputTokens,InvokeModel,1.18,0.02,1K-Tokens,us-gov-east-1,bedrock-00165,0000000005,synthetic-payer,AmazonBedrock,us-gov-west-1,1.18,0.02,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-21T18:00:00+00:00,2026-03-21T19:00:00+00:00,AmazonRedshift,NodeUsage:ra3.xlplus,CreateCluster,39.24,93.27,Hrs,us-gov-east-1,redshift-00166,0000000006,synthetic-payer,AmazonRedshift,us-gov-east-1,39.24,93.27,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-21T21:00:00+00:00,2026-03-21T22:00:00+00:00,AmazonEMR,EMR-InstanceUsage,RunJobFlow,62.74,1739.83,Hrs,us-gov-west-1,emr-00167,0000000007,synthetic-payer,AmazonEMR,us-gov-east-1,62.74,1739.83,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-22T00:00:00+00:00,2026-03-22T01:00:00+00:00,AmazonS3,TimedStorage-ByteHrs,StandardStorage,61.78,2.0,GB-Mo,us-gov-east-1,s3-00168,0000000008,synthetic-payer,AmazonS3,us-gov-east-1,61.78,2.0,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-22T03:00:00+00:00,2026-03-22T04:00:00+00:00,AWSLambda,Lambda-GB-Second,Invoke,65.85,0.0,GB-Second,us-gov-west-1,lambda-00169,0000000009,synthetic-payer,AWSLambda,us-gov-east-1,65.85,0.0,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-22T06:00:00+00:00,2026-03-22T07:00:00+00:00,AmazonEC2,BoxUsage:m6i.2xlarge,RunInstances,9.96,5.94,Hrs,us-gov-east-1,ec2-00170,0000000000,synthetic-payer,AmazonEC2,us-gov-west-1,9.96,5.94,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-22T09:00:00+00:00,2026-03-22T10:00:00+00:00,AmazonEC2,BoxUsage:m6i.2xlarge,RunInstances,137.3,705.14,Hrs,us-gov-east-1,ec2-00171,0000000001,synthetic-payer,AmazonEC2,us-gov-west-1,137.3,705.14,synthetic,orphan_ebs_leakage,orphaned_storage_cleanup_gap,medium,orphaned block storage,Bedrock flow orphaned resource sweep,Detached storage continued accruing cost after instance retirement
2026-03-01,2026-03-31,2026-03-22T12:00:00+00:00,2026-03-22T13:00:00+00:00,AmazonS3,TimedStorage-ByteHrs,StandardStorage,6.31,0.27,GB-Mo,us-gov-east-1,s3-00172,0000000002,synthetic-payer,AmazonS3,us-gov-east-1,6.31,0.27,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-22T15:00:00+00:00,2026-03-22T16:00:00+00:00,AWSGlue,Glue-ETL-DPU-Hour,StartJobRun,50.18,37.13,DPU-Hr,us-gov-east-1,glue-00173,0000000003,synthetic-payer,AWSGlue,us-gov-east-1,50.18,37.13,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-22T18:00:00+00:00,2026-03-22T19:00:00+00:00,AmazonEMR,EMR-InstanceUsage,RunJobFlow,45.5,1202.3,Hrs,us-gov-east-1,emr-00174,0000000004,synthetic-payer,AmazonEMR,us-gov-west-1,45.5,1202.3,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-22T21:00:00+00:00,2026-03-22T22:00:00+00:00,AWSGlue,Glue-ETL-DPU-Hour,StartJobRun,5.86,4.27,DPU-Hr,us-gov-east-1,glue-00175,0000000005,synthetic-payer,AWSGlue,us-gov-west-1,5.86,4.27,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-23T00:00:00+00:00,2026-03-23T01:00:00+00:00,AWSLambda,Lambda-GB-Second,Invoke,7.42,0.0,GB-Second,us-gov-west-1,lambda-00176,0000000006,synthetic-payer,AWSLambda,us-gov-east-1,7.42,0.0,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-23T03:00:00+00:00,2026-03-23T04:00:00+00:00,AmazonS3,TimedStorage-ByteHrs,StandardStorage,50.27,2.37,GB-Mo,us-gov-west-1,s3-00177,0000000007,synthetic-payer,AmazonS3,us-gov-east-1,50.27,2.37,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-23T06:00:00+00:00,2026-03-23T07:00:00+00:00,AmazonBedrock,InputTokens,InvokeModel,4.98,0.04,1K-Tokens,us-gov-east-1,bedrock-00178,0000000008,synthetic-payer,AmazonBedrock,us-gov-west-1,4.98,0.04,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-23T09:00:00+00:00,2026-03-23T10:00:00+00:00,AmazonS3,TimedStorage-ByteHrs,StandardStorage,38.71,1.43,GB-Mo,us-gov-west-1,s3-00179,0000000009,synthetic-payer,AmazonS3,us-gov-west-1,38.71,1.43,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-23T12:00:00+00:00,2026-03-23T13:00:00+00:00,AmazonEC2,BoxUsage:m6i.2xlarge,RunInstances,137.17,467.47,Hrs,us-gov-west-1,ec2-00180,0000000000,synthetic-payer,AmazonEC2,us-gov-east-1,137.17,467.47,synthetic,orphan_ebs_leakage,orphaned_storage_cleanup_gap,medium,orphaned block storage,Bedrock flow orphaned resource sweep,Detached storage continued accruing cost after instance retirement
2026-03-01,2026-03-31,2026-03-23T15:00:00+00:00,2026-03-23T16:00:00+00:00,AmazonEMR,EMR-InstanceUsage,RunJobFlow,33.63,784.78,Hrs,us-gov-east-1,emr-00181,0000000001,synthetic-payer,AmazonEMR,us-gov-east-1,33.63,784.78,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-23T18:00:00+00:00,2026-03-23T19:00:00+00:00,AWSLambda,Lambda-GB-Second,Invoke,39.81,0.0,GB-Second,us-gov-east-1,lambda-00182,0000000002,synthetic-payer,AWSLambda,us-gov-east-1,39.81,0.0,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-23T21:00:00+00:00,2026-03-23T22:00:00+00:00,AWSLambda,Lambda-GB-Second,Invoke,69.3,0.0,GB-Second,us-gov-east-1,lambda-00183,0000000003,synthetic-payer,AWSLambda,us-gov-east-1,69.3,0.0,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-24T00:00:00+00:00,2026-03-24T01:00:00+00:00,AmazonS3,TimedStorage-ByteHrs,StandardStorage,71.96,3.28,GB-Mo,us-gov-west-1,s3-00184,0000000004,synthetic-payer,AmazonS3,us-gov-west-1,71.96,3.28,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-24T03:00:00+00:00,2026-03-24T04:00:00+00:00,AmazonRedshift,NodeUsage:ra3.xlplus,CreateCluster,41.61,134.27,Hrs,us-gov-east-1,redshift-00185,0000000005,synthetic-payer,AmazonRedshift,us-gov-west-1,41.61,134.27,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-24T06:00:00+00:00,2026-03-24T07:00:00+00:00,AmazonBedrock,InputTokens,InvokeModel,47.73,0.34,1K-Tokens,us-gov-west-1,bedrock-00186,0000000006,synthetic-payer,AmazonBedrock,us-gov-east-1,47.73,0.34,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-24T09:00:00+00:00,2026-03-24T10:00:00+00:00,AmazonBedrock,InputTokens,InvokeModel,65.2,0.48,1K-Tokens,us-gov-west-1,bedrock-00187,0000000007,synthetic-payer,AmazonBedrock,us-gov-east-1,65.2,0.48,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-24T12:00:00+00:00,2026-03-24T13:00:00+00:00,AmazonS3,TimedStorage-ByteHrs,StandardStorage,46.2,1.78,GB-Mo,us-gov-west-1,s3-00188,0000000008,synthetic-payer,AmazonS3,us-gov-west-1,46.2,1.78,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-24T15:00:00+00:00,2026-03-24T16:00:00+00:00,AmazonEC2,BoxUsage:m6i.2xlarge,RunInstances,163.78,276.22,Hrs,us-gov-east-1,ec2-00189,0000000009,synthetic-payer,AmazonEC2,us-gov-west-1,163.78,276.22,synthetic,orphan_ebs_leakage,orphaned_storage_cleanup_gap,medium,orphaned block storage,Bedrock flow orphaned resource sweep,Detached storage continued accruing cost after instance retirement
2026-03-01,2026-03-31,2026-03-24T18:00:00+00:00,2026-03-24T19:00:00+00:00,AmazonEMR,EMR-InstanceUsage,RunJobFlow,24.2,479.57,Hrs,us-gov-west-1,emr-00190,0000000000,synthetic-payer,AmazonEMR,us-gov-west-1,24.2,479.57,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-24T21:00:00+00:00,2026-03-24T22:00:00+00:00,AmazonBedrock,InputTokens,InvokeModel,39.3,0.69,1K-Tokens,us-gov-east-1,bedrock-00191,0000000001,synthetic-payer,AmazonBedrock,us-gov-west-1,39.3,0.69,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-25T00:00:00+00:00,2026-03-25T01:00:00+00:00,AmazonEMR,EMR-InstanceUsage,RunJobFlow,65.9,1793.71,Hrs,us-gov-east-1,emr-00192,0000000002,synthetic-payer,AmazonEMR,us-gov-east-1,65.9,1793.71,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-25T03:00:00+00:00,2026-03-25T04:00:00+00:00,AmazonBedrock,InputTokens,InvokeModel,9.18,0.16,1K-Tokens,us-gov-west-1,bedrock-00193,0000000003,synthetic-payer,AmazonBedrock,us-gov-west-1,9.18,0.16,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-25T06:00:00+00:00,2026-03-25T07:00:00+00:00,AmazonBedrock,InputTokens,InvokeModel,49.02,0.64,1K-Tokens,us-gov-east-1,bedrock-00194,0000000004,synthetic-payer,AmazonBedrock,us-gov-east-1,49.02,0.64,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-25T09:00:00+00:00,2026-03-25T10:00:00+00:00,AmazonEC2,BoxUsage:m6i.2xlarge,RunInstances,57.14,12.88,Hrs,us-gov-west-1,ec2-00195,0000000005,synthetic-payer,AmazonEC2,us-gov-east-1,57.14,12.88,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-25T12:00:00+00:00,2026-03-25T13:00:00+00:00,AmazonEMR,EMR-InstanceUsage,RunJobFlow,48.77,1141.84,Hrs,us-gov-east-1,emr-00196,0000000006,synthetic-payer,AmazonEMR,us-gov-east-1,48.77,1141.84,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-25T15:00:00+00:00,2026-03-25T16:00:00+00:00,AmazonEC2,BoxUsage:m6i.2xlarge,RunInstances,48.91,19.75,Hrs,us-gov-east-1,ec2-00197,0000000007,synthetic-payer,AmazonEC2,us-gov-west-1,48.91,19.75,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-25T18:00:00+00:00,2026-03-25T19:00:00+00:00,AmazonEMR,EMR-InstanceUsage,RunJobFlow,54.71,2524.77,Hrs,us-gov-east-1,emr-00198,0000000008,synthetic-payer,AmazonEMR,us-gov-east-1,54.71,2524.77,synthetic,cluster_left_running,missed_shutdown_hook,high,missed shutdown automation,Bedrock flow scheduled cluster teardown check,EMR waste due to automation gap caused 55 excess compute hours
2026-03-01,2026-03-31,2026-03-25T21:00:00+00:00,2026-03-25T22:00:00+00:00,AmazonEMR,EMR-InstanceUsage,RunJobFlow,71.71,1120.52,Hrs,us-gov-west-1,emr-00199,0000000009,synthetic-payer,AmazonEMR,us-gov-west-1,71.71,1120.52,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-26T00:00:00+00:00,2026-03-26T01:00:00+00:00,AmazonRedshift,NodeUsage:ra3.xlplus,CreateCluster,33.21,118.92,Hrs,us-gov-east-1,redshift-00200,0000000000,synthetic-payer,AmazonRedshift,us-gov-west-1,33.21,118.92,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-26T03:00:00+00:00,2026-03-26T04:00:00+00:00,AmazonRedshift,NodeUsage:ra3.xlplus,CreateCluster,47.5,198.77,Hrs,us-gov-east-1,redshift-00201,0000000001,synthetic-payer,AmazonRedshift,us-gov-east-1,47.5,198.77,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
2026-03-01,2026-03-31,2026-03-26T06:00:00+00:00,2026-03-26T07:00:00+00:00,AmazonEC2,BoxUsage:m6i.2xlarge,RunInstances,50.01,15.24,Hrs,us-gov-east-1,ec2-00202,0000000002,synthetic-payer,AmazonEC2,us-gov-west-1,50.01,15.24,synthetic,baseline_operations,none,low,none,Continue monitoring synthetic cost baselines,Baseline synthetic operations remained within expected spend bounds
